Site Name,OutageUID,Project ID,Date,Emp ID,Firm,Role,ST Hours,OT Hours,Total Cost
North Substation,NS_MO_2025,PRJ-NS-1194,21-12-2025,C-1030,Summit Field Techs,Millwright,8,0,662.77
North Substation,NS_MO_2025,PRJ-NS-1150,21-12-2025,C-1071,PrimeFix Solutions,Crane Operator,8,0,819.16
North Substation,NS_MO_2025,PRJ-NS-1181,21-12-2025,C-1039,PrimeFix Solutions,Field Engineer,8,0,1563.41
North Substation,NS_MO_2025,PRJ-NS-1215,21-12-2025,C-1001,Apex Industrial,General Labor,8,0,410.79
North Substation,NS_MO_2025,PRJ-NS-1348,21-12-2025,C-1026,Precision Welding,Controls Tech,8,0,1093.36
North Substation,NS_MO_2025,PRJ-NS-1320,21-12-2025,C-1001,Apex Industrial,General Labor,8,0,398.13
North Substation,NS_MO_2025,PRJ-NS-1329,21-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,762.61
North Substation,NS_MO_2025,PRJ-NS-1261,21-12-2025,C-1018,Atlas Heavy Eng,Controls Tech,8,0,1098.52
North Substation,NS_MO_2025,PRJ-NS-1154,21-12-2025,C-1020,Midwest Mech Pros,Field Engineer,8,0,1260.55
North Substation,NS_MO_2025,PRJ-NS-1322,21-12-2025,C-1031,Summit Field Techs,Crane Operator,8,0,711.68
North Substation,NS_MO_2025,PRJ-NS-1390,21-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,595.28
North Substation,NS_MO_2025,PRJ-NS-1185,21-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1544.07
North Substation,NS_MO_2025,PRJ-NS-1393,21-12-2025,C-1037,PrimeFix Solutions,Controls Tech,8,0,1068.94
North Substation,NS_MO_2025,PRJ-NS-1213,21-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,695.76
North Substation,NS_MO_2025,PRJ-NS-1366,21-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1627.17
North Substation,NS_MO_2025,PRJ-NS-1188,21-12-2025,C-1003,Summit Field Techs,Millwright,8,0,711.49
North Substation,NS_MO_2025,PRJ-NS-1276,21-12-2025,C-1003,Summit Field Techs,Millwright,8,0,677.5
North Substation,NS_MO_2025,PRJ-NS-1198,21-12-2025,C-1043,Apex Industrial,Crane Operator,8,0,791.92
North Substation,NS_MO_2025,PRJ-NS-1349,21-12-2025,C-1011,Midwest Mech Pros,General Labor,8,0,434.53
North Substation,NS_MO_2025,PRJ-NS-1312,21-12-2025,C-1042,PrimeFix Solutions,General Labor,8,0,410.89
North Substation,NS_MO_2025,PRJ-NS-1268,21-12-2025,C-1028,Midwest Mech Pros,Field Engineer,8,0,1432.42
North Substation,NS_MO_2025,PRJ-NS-1350,21-12-2025,C-1079,Precision Welding,Crane Operator,8,0,751.91
North Substation,NS_MO_2025,PRJ-NS-1189,21-12-2025,C-1074,Apex Industrial,Controls Tech,8,0,1129.14
North Substation,NS_MO_2025,PRJ-NS-1290,21-12-2025,C-1037,PrimeFix Solutions,Controls Tech,8,0,1135.42
North Substation,NS_MO_2025,PRJ-NS-1334,21-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1529.55
North Substation,NS_MO_2025,PRJ-NS-1291,21-12-2025,C-1054,Midwest Mech Pros,General Labor,8,0,380.05
North Substation,NS_MO_2025,PRJ-NS-1373,21-12-2025,C-1037,PrimeFix Solutions,Controls Tech,8,0,1166.05
North Substation,NS_MO_2025,PRJ-NS-1226,21-12-2025,C-1018,Atlas Heavy Eng,Controls Tech,8,0,1135.08
North Substation,NS_MO_2025,PRJ-NS-1271,21-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,555.27
North Substation,NS_MO_2025,PRJ-NS-1258,22-12-2025,C-1015,Atlas Heavy Eng,Controls Tech,8,0,1270.88
North Substation,NS_MO_2025,PRJ-NS-1250,22-12-2025,C-1072,Apex Industrial,Crane Operator,8,0,743.37
North Substation,NS_MO_2025,PRJ-NS-1187,22-12-2025,C-1028,Midwest Mech Pros,Field Engineer,8,0,1489.89
North Substation,NS_MO_2025,PRJ-NS-1334,22-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1661.7
North Substation,NS_MO_2025,PRJ-NS-1329,22-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,722.38
North Substation,NS_MO_2025,PRJ-NS-1295,22-12-2025,C-1059,PrimeFix Solutions,Field Engineer,8,0,1249.48
North Substation,NS_MO_2025,PRJ-NS-1160,22-12-2025,C-1017,Summit Field Techs,Crane Operator,8,0,876.63
North Substation,NS_MO_2025,PRJ-NS-1151,22-12-2025,C-1065,PrimeFix Solutions,Safety Officer,8,0,648.46
North Substation,NS_MO_2025,PRJ-NS-1183,22-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,723.92
North Substation,NS_MO_2025,PRJ-NS-1182,22-12-2025,C-1029,Midwest Mech Pros,Controls Tech,8,0,1039.68
North Substation,NS_MO_2025,PRJ-NS-1354,22-12-2025,C-1066,Apex Industrial,General Labor,8,0,391.08
North Substation,NS_MO_2025,PRJ-NS-1369,22-12-2025,C-1008,Apex Industrial,Safety Officer,8,0,667.47
North Substation,NS_MO_2025,PRJ-NS-1346,22-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1589.78
North Substation,NS_MO_2025,PRJ-NS-1188,22-12-2025,C-1024,Apex Industrial,Millwright,8,0,740.77
North Substation,NS_MO_2025,PRJ-NS-1226,22-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1670.84
North Substation,NS_MO_2025,PRJ-NS-1213,22-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,715.72
North Substation,NS_MO_2025,PRJ-NS-1244,22-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,716.66
North Substation,NS_MO_2025,PRJ-NS-1162,22-12-2025,C-1069,Precision Welding,Safety Officer,8,0,518.26
North Substation,NS_MO_2025,PRJ-NS-1263,22-12-2025,C-1039,PrimeFix Solutions,Field Engineer,8,0,1564.84
North Substation,NS_MO_2025,PRJ-NS-1380,22-12-2025,C-1039,PrimeFix Solutions,Field Engineer,8,0,1569.88
North Substation,NS_MO_2025,PRJ-NS-1200,22-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1636.95
North Substation,NS_MO_2025,PRJ-NS-1301,22-12-2025,C-1065,PrimeFix Solutions,Safety Officer,8,0,629.31
North Substation,NS_MO_2025,PRJ-NS-1172,22-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,605.56
North Substation,NS_MO_2025,PRJ-NS-1361,22-12-2025,C-1073,Precision Welding,General Labor,8,0,392.63
North Substation,NS_MO_2025,PRJ-NS-1194,22-12-2025,C-1030,Summit Field Techs,Millwright,8,0,630.11
North Substation,NS_MO_2025,PRJ-NS-1190,22-12-2025,C-1021,Summit Field Techs,Millwright,8,0,668.93
North Substation,NS_MO_2025,PRJ-NS-1268,22-12-2025,C-1028,Midwest Mech Pros,Field Engineer,8,0,1503.42
North Substation,NS_MO_2025,PRJ-NS-1259,22-12-2025,C-1035,Summit Field Techs,General Labor,8,0,386.62
North Substation,NS_MO_2025,PRJ-NS-1352,22-12-2025,C-1060,Summit Field Techs,General Labor,8,0,453.23
North Substation,NS_MO_2025,PRJ-NS-1390,22-12-2025,C-1062,PrimeFix Solutions,General Labor,8,0,377.5
North Substation,NS_MO_2025,PRJ-NS-1215,22-12-2025,C-1001,Apex Industrial,General Labor,8,0,412.49
North Substation,NS_MO_2025,PRJ-NS-1234,22-12-2025,C-1043,Apex Industrial,Crane Operator,8,0,806.15
North Substation,NS_MO_2025,PRJ-NS-1322,22-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1036.08
North Substation,NS_MO_2025,PRJ-NS-1349,22-12-2025,C-1011,Midwest Mech Pros,General Labor,8,0,422.0
North Substation,NS_MO_2025,PRJ-NS-1259,22-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1547.04
North Substation,NS_MO_2025,PRJ-NS-1197,22-12-2025,C-1051,Apex Industrial,Crane Operator,8,0,866.07
North Substation,NS_MO_2025,PRJ-NS-1181,22-12-2025,C-1069,Precision Welding,Safety Officer,8,0,514.77
North Substation,NS_MO_2025,PRJ-NS-1153,22-12-2025,C-1035,Summit Field Techs,General Labor,8,0,378.56
North Substation,NS_MO_2025,PRJ-NS-1304,22-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,578.31
North Substation,NS_MO_2025,PRJ-NS-1265,22-12-2025,C-1079,Precision Welding,Crane Operator,8,0,774.67
North Substation,NS_MO_2025,PRJ-NS-1366,22-12-2025,C-1066,Apex Industrial,General Labor,8,0,384.59
North Substation,NS_MO_2025,PRJ-NS-1276,22-12-2025,C-1003,Summit Field Techs,Millwright,8,0,675.08
North Substation,NS_MO_2025,PRJ-NS-1159,22-12-2025,C-1041,Precision Welding,Millwright,8,0,729.12
North Substation,NS_MO_2025,PRJ-NS-1380,22-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1424.45
North Substation,NS_MO_2025,PRJ-NS-1330,22-12-2025,C-1071,PrimeFix Solutions,Crane Operator,8,0,788.11
North Substation,NS_MO_2025,PRJ-NS-1342,22-12-2025,C-1030,Summit Field Techs,Millwright,8,0,607.88
North Substation,NS_MO_2025,PRJ-NS-1320,22-12-2025,C-1001,Apex Industrial,General Labor,8,0,401.83
North Substation,NS_MO_2025,PRJ-NS-1291,22-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,575.0
North Substation,NS_MO_2025,PRJ-NS-1259,22-12-2025,C-1043,Apex Industrial,Crane Operator,8,0,789.51
North Substation,NS_MO_2025,PRJ-NS-1194,22-12-2025,C-1046,Precision Welding,General Labor,8,0,419.2
North Substation,NS_MO_2025,PRJ-NS-1162,22-12-2025,C-1040,Atlas Heavy Eng,Crane Operator,8,0,820.86
North Substation,NS_MO_2025,PRJ-NS-1326,22-12-2025,C-1076,Apex Industrial,Safety Officer,8,0,612.54
North Substation,NS_MO_2025,PRJ-NS-1159,22-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1352.75
North Substation,NS_MO_2025,PRJ-NS-1342,22-12-2025,C-1031,Summit Field Techs,Crane Operator,8,0,731.73
North Substation,NS_MO_2025,PRJ-NS-1325,22-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1040.01
North Substation,NS_MO_2025,PRJ-NS-1321,22-12-2025,C-1062,PrimeFix Solutions,General Labor,8,0,361.36
North Substation,NS_MO_2025,PRJ-NS-1172,22-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,593.76
North Substation,NS_MO_2025,PRJ-NS-1263,22-12-2025,C-1054,Midwest Mech Pros,General Labor,8,0,406.13
North Substation,NS_MO_2025,PRJ-NS-1194,22-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1303.3
North Substation,NS_MO_2025,PRJ-NS-1304,22-12-2025,C-1059,PrimeFix Solutions,Field Engineer,8,0,1242.43
North Substation,NS_MO_2025,PRJ-NS-1206,22-12-2025,C-1026,Precision Welding,Controls Tech,8,0,1026.03
North Substation,NS_MO_2025,PRJ-NS-1324,22-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,722.12
North Substation,NS_MO_2025,PRJ-NS-1192,22-12-2025,C-1040,Atlas Heavy Eng,Crane Operator,8,0,817.68
North Substation,NS_MO_2025,PRJ-NS-1228,22-12-2025,C-1020,Midwest Mech Pros,Field Engineer,8,0,1223.61
North Substation,NS_MO_2025,PRJ-NS-1166,22-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1665.17
North Substation,NS_MO_2025,PRJ-NS-1275,22-12-2025,C-1024,Apex Industrial,Millwright,8,0,719.68
North Substation,NS_MO_2025,PRJ-NS-1324,22-12-2025,C-1072,Apex Industrial,Crane Operator,8,0,788.79
North Substation,NS_MO_2025,PRJ-NS-1226,22-12-2025,C-1018,Atlas Heavy Eng,Controls Tech,8,0,1106.14
North Substation,NS_MO_2025,PRJ-NS-1232,22-12-2025,C-1073,Precision Welding,General Labor,8,0,360.59
North Substation,NS_MO_2025,PRJ-NS-1393,22-12-2025,C-1000,PrimeFix Solutions,Millwright,8,0,738.79
North Substation,NS_MO_2025,PRJ-NS-1189,22-12-2025,C-1024,Apex Industrial,Millwright,8,0,752.14
North Substation,NS_MO_2025,PRJ-NS-1374,22-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1093.08
North Substation,NS_MO_2025,PRJ-NS-1290,22-12-2025,C-1037,PrimeFix Solutions,Controls Tech,8,0,1161.35
North Substation,NS_MO_2025,PRJ-NS-1327,22-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1571.38
North Substation,NS_MO_2025,PRJ-NS-1350,22-12-2025,C-1079,Precision Welding,Crane Operator,8,0,781.22
North Substation,NS_MO_2025,PRJ-NS-1181,22-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,686.54
North Substation,NS_MO_2025,PRJ-NS-1302,22-12-2025,C-1011,Midwest Mech Pros,General Labor,8,0,412.85
North Substation,NS_MO_2025,PRJ-NS-1286,22-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,757.49
North Substation,NS_MO_2025,PRJ-NS-1373,22-12-2025,C-1037,PrimeFix Solutions,Controls Tech,8,0,1074.03
North Substation,NS_MO_2025,PRJ-NS-1312,22-12-2025,C-1042,PrimeFix Solutions,General Labor,8,0,404.49
North Substation,NS_MO_2025,PRJ-NS-1176,22-12-2025,C-1029,Midwest Mech Pros,Controls Tech,8,0,1016.62
North Substation,NS_MO_2025,PRJ-NS-1315,22-12-2025,C-1062,PrimeFix Solutions,General Labor,8,0,380.2
North Substation,NS_MO_2025,PRJ-NS-1388,22-12-2025,C-1045,Midwest Mech Pros,Crane Operator,8,0,873.54
North Substation,NS_MO_2025,PRJ-NS-1317,22-12-2025,C-1000,PrimeFix Solutions,Millwright,8,0,715.0
North Substation,NS_MO_2025,PRJ-NS-1228,22-12-2025,C-1027,Precision Welding,Crane Operator,8,0,896.59
North Substation,NS_MO_2025,PRJ-NS-1257,22-12-2025,C-1077,Precision Welding,Safety Officer,8,0,553.93
North Substation,NS_MO_2025,PRJ-NS-1372,22-12-2025,C-1066,Apex Industrial,General Labor,8,0,377.8
North Substation,NS_MO_2025,PRJ-NS-1204,22-12-2025,C-1024,Apex Industrial,Millwright,8,0,778.93
North Substation,NS_MO_2025,PRJ-NS-1334,23-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1658.95
North Substation,NS_MO_2025,PRJ-NS-1207,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1324.4
North Substation,NS_MO_2025,PRJ-NS-1208,23-12-2025,C-1045,Midwest Mech Pros,Crane Operator,8,0,882.88
North Substation,NS_MO_2025,PRJ-NS-1269,23-12-2025,C-1029,Midwest Mech Pros,Controls Tech,8,0,1058.12
North Substation,NS_MO_2025,PRJ-NS-1268,23-12-2025,C-1028,Midwest Mech Pros,Field Engineer,8,0,1500.58
North Substation,NS_MO_2025,PRJ-NS-1153,23-12-2025,C-1035,Summit Field Techs,General Labor,8,0,358.61
North Substation,NS_MO_2025,PRJ-NS-1213,23-12-2025,C-1041,Precision Welding,Millwright,8,0,702.72
North Substation,NS_MO_2025,PRJ-NS-1324,23-12-2025,C-1072,Apex Industrial,Crane Operator,8,0,727.67
North Substation,NS_MO_2025,PRJ-NS-1353,23-12-2025,C-1073,Precision Welding,General Labor,8,0,382.34
North Substation,NS_MO_2025,PRJ-NS-1159,23-12-2025,C-1041,Precision Welding,Millwright,8,0,697.38
North Substation,NS_MO_2025,PRJ-NS-1335,23-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1057.26
North Substation,NS_MO_2025,PRJ-NS-1234,23-12-2025,C-1043,Apex Industrial,Crane Operator,8,0,837.26
North Substation,NS_MO_2025,PRJ-NS-1304,23-12-2025,C-1059,PrimeFix Solutions,Field Engineer,8,0,1217.11
North Substation,NS_MO_2025,PRJ-NS-1361,23-12-2025,C-1073,Precision Welding,General Labor,8,0,370.66
North Substation,NS_MO_2025,PRJ-NS-1162,23-12-2025,C-1040,Atlas Heavy Eng,Crane Operator,8,0,831.44
North Substation,NS_MO_2025,PRJ-NS-1162,23-12-2025,C-1069,Precision Welding,Safety Officer,8,0,533.69
North Substation,NS_MO_2025,PRJ-NS-1166,23-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1547.92
North Substation,NS_MO_2025,PRJ-NS-1330,23-12-2025,C-1071,PrimeFix Solutions,Crane Operator,8,0,793.83
North Substation,NS_MO_2025,PRJ-NS-1354,23-12-2025,C-1066,Apex Industrial,General Labor,8,0,375.22
North Substation,NS_MO_2025,PRJ-NS-1307,23-12-2025,C-1066,Apex Industrial,General Labor,8,0,400.13
North Substation,NS_MO_2025,PRJ-NS-1315,23-12-2025,C-1020,Midwest Mech Pros,Field Engineer,8,0,1240.12
North Substation,NS_MO_2025,PRJ-NS-1312,23-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1517.55
North Substation,NS_MO_2025,PRJ-NS-1320,23-12-2025,C-1001,Apex Industrial,General Labor,8,0,396.28
North Substation,NS_MO_2025,PRJ-NS-1346,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1416.26
North Substation,NS_MO_2025,PRJ-NS-1265,23-12-2025,C-1079,Precision Welding,Crane Operator,8,0,753.38
North Substation,NS_MO_2025,PRJ-NS-1342,23-12-2025,C-1031,Summit Field Techs,Crane Operator,8,0,709.56
North Substation,NS_MO_2025,PRJ-NS-1390,23-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,592.53
North Substation,NS_MO_2025,PRJ-NS-1228,23-12-2025,C-1027,Precision Welding,Crane Operator,8,0,871.09
North Substation,NS_MO_2025,PRJ-NS-1200,23-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,589.91
North Substation,NS_MO_2025,PRJ-NS-1270,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1360.42
North Substation,NS_MO_2025,PRJ-NS-1257,23-12-2025,C-1077,Precision Welding,Safety Officer,8,0,590.54
North Substation,NS_MO_2025,PRJ-NS-1380,23-12-2025,C-1039,PrimeFix Solutions,Field Engineer,8,0,1536.86
North Substation,NS_MO_2025,PRJ-NS-1301,23-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,564.64
North Substation,NS_MO_2025,PRJ-NS-1326,23-12-2025,C-1053,Precision Welding,Millwright,8,0,684.86
North Substation,NS_MO_2025,PRJ-NS-1370,23-12-2025,C-1028,Midwest Mech Pros,Field Engineer,8,0,1461.26
North Substation,NS_MO_2025,PRJ-NS-1291,23-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,580.64
North Substation,NS_MO_2025,PRJ-NS-1380,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1411.07
North Substation,NS_MO_2025,PRJ-NS-1185,23-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1595.22
North Substation,NS_MO_2025,PRJ-NS-1196,23-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1588.38
North Substation,NS_MO_2025,PRJ-NS-1222,23-12-2025,C-1041,Precision Welding,Millwright,8,0,689.48
North Substation,NS_MO_2025,PRJ-NS-1258,23-12-2025,C-1015,Atlas Heavy Eng,Controls Tech,8,0,1286.66
North Substation,NS_MO_2025,PRJ-NS-1291,23-12-2025,C-1054,Midwest Mech Pros,General Labor,8,0,383.44
North Substation,NS_MO_2025,PRJ-NS-1213,23-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,736.01
North Substation,NS_MO_2025,PRJ-NS-1226,23-12-2025,C-1001,Apex Industrial,General Labor,8,0,417.0
North Substation,NS_MO_2025,PRJ-NS-1255,23-12-2025,C-1000,PrimeFix Solutions,Millwright,8,0,721.26
North Substation,NS_MO_2025,PRJ-NS-1258,23-12-2025,C-1060,Summit Field Techs,General Labor,8,0,466.73
North Substation,NS_MO_2025,PRJ-NS-1312,23-12-2025,C-1042,PrimeFix Solutions,General Labor,8,0,397.9
North Substation,NS_MO_2025,PRJ-NS-1176,23-12-2025,C-1029,Midwest Mech Pros,Controls Tech,8,0,993.04
North Substation,NS_MO_2025,PRJ-NS-1160,23-12-2025,C-1017,Summit Field Techs,Crane Operator,8,0,841.56
North Substation,NS_MO_2025,PRJ-NS-1181,23-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,661.28
North Substation,NS_MO_2025,PRJ-NS-1393,23-12-2025,C-1000,PrimeFix Solutions,Millwright,8,0,698.72
North Substation,NS_MO_2025,PRJ-NS-1250,23-12-2025,C-1072,Apex Industrial,Crane Operator,8,0,776.94
North Substation,NS_MO_2025,PRJ-NS-1324,23-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,718.99
North Substation,NS_MO_2025,PRJ-NS-1263,23-12-2025,C-1039,PrimeFix Solutions,Field Engineer,8,0,1591.24
North Substation,NS_MO_2025,PRJ-NS-1375,23-12-2025,C-1012,Midwest Mech Pros,Controls Tech,8,0,1012.37
North Substation,NS_MO_2025,PRJ-NS-1388,23-12-2025,C-1045,Midwest Mech Pros,Crane Operator,8,0,879.23
North Substation,NS_MO_2025,PRJ-NS-1226,23-12-2025,C-1018,Atlas Heavy Eng,Controls Tech,8,0,1100.35
North Substation,NS_MO_2025,PRJ-NS-1203,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1354.97
North Substation,NS_MO_2025,PRJ-NS-1384,23-12-2025,C-1035,Summit Field Techs,General Labor,8,0,370.57
North Substation,NS_MO_2025,PRJ-NS-1206,23-12-2025,C-1026,Precision Welding,Controls Tech,8,0,1078.36
North Substation,NS_MO_2025,PRJ-NS-1342,23-12-2025,C-1030,Summit Field Techs,Millwright,8,0,657.34
North Substation,NS_MO_2025,PRJ-NS-1374,23-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1051.26
North Substation,NS_MO_2025,PRJ-NS-1322,23-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1106.2
North Substation,NS_MO_2025,PRJ-NS-1211,23-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,735.69
North Substation,NS_MO_2025,PRJ-NS-1288,23-12-2025,C-1077,Precision Welding,Safety Officer,8,0,564.63
North Substation,NS_MO_2025,PRJ-NS-1334,23-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,580.72
North Substation,NS_MO_2025,PRJ-NS-1378,23-12-2025,C-1020,Midwest Mech Pros,Field Engineer,8,0,1180.17
North Substation,NS_MO_2025,PRJ-NS-1276,23-12-2025,C-1003,Summit Field Techs,Millwright,8,0,712.52
North Substation,NS_MO_2025,PRJ-NS-1190,23-12-2025,C-1021,Summit Field Techs,Millwright,8,0,677.04
North Substation,NS_MO_2025,PRJ-NS-1172,23-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,593.93
North Substation,NS_MO_2025,PRJ-NS-1194,23-12-2025,C-1046,Precision Welding,General Labor,8,0,422.83
North Substation,NS_MO_2025,PRJ-NS-1290,23-12-2025,C-1037,PrimeFix Solutions,Controls Tech,8,0,1102.78
North Substation,NS_MO_2025,PRJ-NS-1326,23-12-2025,C-1076,Apex Industrial,Safety Officer,8,0,633.11
North Substation,NS_MO_2025,PRJ-NS-1311,23-12-2025,C-1039,PrimeFix Solutions,Field Engineer,8,0,1540.86
North Substation,NS_MO_2025,PRJ-NS-1332,23-12-2025,C-1052,PrimeFix Solutions,General Labor,8,0,371.83
North Substation,NS_MO_2025,PRJ-NS-1275,23-12-2025,C-1024,Apex Industrial,Millwright,8,0,780.72
North Substation,NS_MO_2025,PRJ-NS-1151,23-12-2025,C-1065,PrimeFix Solutions,Safety Officer,8,0,650.84
North Substation,NS_MO_2025,PRJ-NS-1197,23-12-2025,C-1051,Apex Industrial,Crane Operator,8,0,882.59
North Substation,NS_MO_2025,PRJ-NS-1205,23-12-2025,C-1012,Midwest Mech Pros,Controls Tech,8,0,1003.47
North Substation,NS_MO_2025,PRJ-NS-1190,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1315.46
North Substation,NS_MO_2025,PRJ-NS-1232,23-12-2025,C-1073,Precision Welding,General Labor,8,0,390.65
North Substation,NS_MO_2025,PRJ-NS-1286,23-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,724.06
North Substation,NS_MO_2025,PRJ-NS-1188,23-12-2025,C-1003,Summit Field Techs,Millwright,8,0,699.31
North Substation,NS_MO_2025,PRJ-NS-1200,23-12-2025,C-1023,Summit Field Techs,Field Engineer,8,0,1642.32
North Substation,NS_MO_2025,PRJ-NS-1304,23-12-2025,C-1013,Atlas Heavy Eng,Safety Officer,8,0,579.77
North Substation,NS_MO_2025,PRJ-NS-1150,23-12-2025,C-1071,PrimeFix Solutions,Crane Operator,8,0,787.52
North Substation,NS_MO_2025,PRJ-NS-1186,23-12-2025,C-1058,Midwest Mech Pros,Controls Tech,8,0,1245.13
North Substation,NS_MO_2025,PRJ-NS-1189,23-12-2025,C-1074,Apex Industrial,Controls Tech,8,0,1142.76
North Substation,NS_MO_2025,PRJ-NS-1350,23-12-2025,C-1079,Precision Welding,Crane Operator,8,0,750.03
North Substation,NS_MO_2025,PRJ-NS-1325,23-12-2025,C-1019,Midwest Mech Pros,Controls Tech,8,0,1064.08
North Substation,NS_MO_2025,PRJ-NS-1154,23-12-2025,C-1020,Midwest Mech Pros,Field Engineer,8,0,1256.89
North Substation,NS_MO_2025,PRJ-NS-1356,23-12-2025,C-1067,PrimeFix Solutions,Millwright,8,0,745.51
North Substation,NS_MO_2025,PRJ-NS-1369,23-12-2025,C-1008,Apex Industrial,Safety Officer,8,0,650.58
North Substation,NS_MO_2025,PRJ-NS-1346,23-12-2025,C-1010,PrimeFix Solutions,Field Engineer,8,0,1610.18
North Substation,NS_MO_2025,PRJ-NS-1259,23-12-2025,C-1043,Apex Industrial,Crane Operator,8,0,824.54
North Substation,NS_MO_2025,PRJ-NS-1215,23-12-2025,C-1001,Apex Industrial,General Labor,8,0,391.22
North Substation,NS_MO_2025,PRJ-NS-1352,23-12-2025,C-1060,Summit Field Techs,General Labor,8,0,457.96
North Substation,NS_MO_2025,PRJ-NS-1356,23-12-2025,C-1054,Midwest Mech Pros,General Labor,8,0,381.18
North Substation,NS_MO_2025,PRJ-NS-1317,23-12-2025,C-1000,PrimeFix Solutions,Millwright,8,0,687.81
North Substation,NS_MO_2025,PRJ-NS-1191,23-12-2025,C-1047,Atlas Heavy Eng,Millwright,8,0,613.93
North Substation,NS_MO_2025,PRJ-NS-1390,23-12-2025,C-1062,PrimeFix Solutions,General Labor,8,0,365.75
North Substation,NS_MO_2025,PRJ-NS-1159,23-12-2025,C-1006,Apex Industrial,Field Engineer,8,0,1315.33
North Substation,NS_MO_2025,PRJ-NS-1259,23-12-2025,C-1035,Summit Field Techs,General Labor,8,0,366.37
North Substation,NS_MO_2025,PRJ-NS-1183,23-12-2025,C-1078,Atlas Heavy Eng,Millwright,8,0,667.32
North Substation,NS_MO_2025,PRJ-NS-1295,23-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,584.9
North Substation,NS_MO_2025,PRJ-NS-1295,23-12-2025,C-1059,PrimeFix Solutions,Field Engineer,8,0,1235.68
North Substation,NS_MO_2025,PRJ-NS-1302,23-12-2025,C-1011,Midwest Mech Pros,General Labor,8,0,407.54
North Substation,NS_MO_2025,PRJ-NS-1246,23-12-2025,C-1079,Precision Welding,Crane Operator,8,0,740.98
North Substation,NS_MO_2025,PRJ-NS-1172,23-12-2025,C-1005,Atlas Heavy Eng,Millwright,8,0,634.72
North Substation,NS_MO_2025,PRJ-NS-1394,23-12-2025,C-1029,Midwest Mech Pros,Controls Tech,8,0,989.33
