OutageUID,Site Name,Project ID,Description,Asset,Sub-System,Status,Tollgate,Start Date,End Date,Budget,Actual Cost,Contractor,Project Manager,TollgateLateFlag
NS_MO_2025,North Substation,PRJ-NS-1264,EMERGENT: HazWaste Permit - Repair,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,114761.71,93844.7,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1265,Execution: EL CID Testing,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,110322.29,89926.99,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1266,Execution: Turbine Shell Lift,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,131914.73,104319.04,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1267,EMERGENT: Grid Outage Bid - Repair,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,138490.11,107229.97,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1268,Execution: Mobilization,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,114376,97104.42,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1269,Execution: Wedge Tightness Check,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,120231.98,96514.94,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1270,Execution: Fuel Nozzle Swap,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,121294.5,102098.22,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1271,EMERGENT: Daily Safety Audit - Repair,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,118231.95,90425.85,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1272,Execution: Inst Air Comp Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,107717.37,86620.25,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1273,Execution: Confined Space Drills,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,106271.8,87189.09,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1274,Execution: Transition Piece Inspect,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,93203.66,72987.4,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1275,EMERGENT: Cooling Tower Media Replace - Repair,Balance of Plant,Cooling Water,In Progress,Execution,01-12-2025,01-03-2026,97321.4,82841.34,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1276,Execution: Invoice Reconciliation,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,103321.6,76805.09,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1277,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,130157.56,107814.87,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1278,EMERGENT: Aux Boiler Inspection - Repair,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,99526.57,77164.76,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1279,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,111618.54,91213.14,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1280,Execution: Demin Plant Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,106906.27,83268.85,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1281,Execution: Develop Cost Estimate,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,126244.67,95810.75,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1282,Execution: HP Shell Removal,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,124561.35,102396.55,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1283,Execution: Stop Valve Inspection,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,123799.96,91552.91,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1284,Execution: Bucket Exchange (S1-S3),Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,127303.05,99423.58,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1285,Execution: Control Valve Lapping,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,131241.84,106319.31,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1286,Execution: RFP General Contractor,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,115026.59,95689.87,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1287,Execution: RFP General Contractor,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,114402.09,92430.72,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1288,EMERGENT: IGV Bushing Replace - Repair,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,103269.96,79688.51,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1289,Execution: Budget Approval,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,129454.83,96459.77,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1290,Execution: Invoice Reconciliation,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,108555.04,87360.62,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1291,Execution: Environmental Permit Review,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,132151.69,105626.41,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1292,EMERGENT: Cross-Fire Tube Check - Repair,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,135608.36,113026.14,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1293,Execution: HP Shell Removal,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,130329.88,109341.83,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1294,EMERGENT: Control Valve Lapping - Repair,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,126906.89,105285.21,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1295,Execution: Walkdown Isolations,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,126925.16,108450.67,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1296,EMERGENT: HP Evap Thickness - Repair,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,127233.17,108089.18,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1297,Execution: Rotor Inspection,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,106281.08,87181.96,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1298,Execution: Compressor Borescope,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,136138.21,105296.25,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1299,Execution: Environmental Permit Review,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,102160.97,79238.33,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1300,EMERGENT: Transition Piece Inspect - Repair,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,116619.19,95715.91,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1301,Execution: Fuel Nozzle Swap,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,120584,100142.76,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1302,Execution: Stop Valve Inspection,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,109514.98,83579.76,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1303,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,112982.43,93319.76,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1304,Execution: Invoice Reconciliation,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,109712.04,91953.48,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1305,EMERGENT: Air Monitoring Setup - Repair,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,102016.8,78097.99,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1306,Execution: Turbine Shell Lift,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,138334.97,107654.98,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1307,EMERGENT: Master LOTO List - Repair,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,99876.3,84094.47,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1308,Execution: Mobilization,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,110515.86,94093.59,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1309,EMERGENT: HazWaste Permit - Repair,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,133873.47,100231.33,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1310,Execution: Stop Valve Inspection,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,108728.71,84739.66,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1311,EMERGENT: Chemical Safety Review - Repair,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,104903.17,89121.16,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1312,Execution: HP Evap Thickness,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,125775.2,100119.78,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1313,Execution: Stack Damper Calibration,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,129557.21,101225.87,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1314,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,111078.72,84690.87,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1315,EMERGENT: LP Hood Spray Check - Repair,Steam Turbine,LP,In Progress,Execution,01-12-2025,01-03-2026,134514.32,102419.22,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1316,Execution: Inst Air Comp Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,104597.17,86380.6,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1317,EMERGENT: Switchgear Testing - Repair,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,99181.81,83848.89,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1318,EMERGENT: Inst Air Comp Service - Repair,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,115797.52,85845.91,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1319,EMERGENT: Develop Cost Estimate - Repair,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,131738.36,98625.03,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1320,Execution: Bucket Exchange (S1-S3),Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,136954.79,111216.69,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1321,Execution: Master LOTO List,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,113238.62,89148.75,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1322,EMERGENT: IGV Bushing Replace - Repair,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,123335.53,100143.9,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1323,Execution: RFP General Contractor,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,131105.39,102927.21,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1324,EMERGENT: Diaphragm Cleaning - Repair,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,104644.07,82180.18,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1325,Execution: Exciter Air Cooler Clean,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,123572.83,99007.14,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1326,Execution: HazWaste Permit,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,133659.39,107284.63,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1327,Execution: HP Shell Removal,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,115407.43,92062.67,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1328,Execution: Diaphragm Cleaning,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,99977.85,82401.47,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1329,Execution: Aux Boiler Inspection,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,93931.54,72858.61,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1330,Execution: Diaphragm Cleaning,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,99335.63,78800.06,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1331,Execution: Transition Piece Inspect,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,127125.46,97542.21,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1332,Execution: Demin Plant Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,99672.49,81736.45,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1333,EMERGENT: Battery Bank Test - Repair,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,105941.78,83014.88,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1334,Execution: Compressor Wash,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,121021.12,99745.15,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1335,Execution: LP Hood Spray Check,Steam Turbine,LP,In Progress,Execution,01-12-2025,01-03-2026,105485.11,78066.64,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1336,Execution: Inlet Duct Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,94475.63,78295.79,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1337,Execution: Exciter Air Cooler Clean,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,130615.63,98354.75,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1338,Execution: Battery Bank Test,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,110962.09,86421.61,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1339,EMERGENT: Stack Damper Calibration - Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,106808.77,86466.58,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1340,Execution: Inlet Duct Repair,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,100525.48,77218.15,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1341,Execution: Bucket Exchange (S1-S3),Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,102089.26,83662.61,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1342,Execution: Superheater Oxide Check,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,97649.55,74121.88,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1343,Execution: Contractor Orientation,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,121813.51,98928.64,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1344,Execution: Aux Boiler Inspection,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,93157.53,75401.46,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1345,Execution: Inst Air Comp Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,104669,88849.31,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1346,Execution: LP Hood Spray Check,Steam Turbine,LP,In Progress,Execution,01-12-2025,01-03-2026,133528.92,108386.82,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1347,Execution: LP Hood Spray Check,Steam Turbine,LP,In Progress,Execution,01-12-2025,01-03-2026,115480.06,89930.99,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1348,Execution: Catalyst Loading,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,122748.38,101188.52,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1349,Execution: Shroud Block Replace,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,120790.6,99661.74,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1350,Execution: Stop Valve Inspection,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,118655,97798.68,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1351,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,134064.18,108270.68,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1352,Execution: Mobilization,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,125258.78,104937.29,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1353,Execution: Drum Internal Inspect,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,101114.44,79367.15,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1354,Execution: Inst Air Comp Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,117925.12,96245.75,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1355,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,114537.87,95678.78,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1356,Execution: Ammonia Grid Tuning,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,96863.64,78006.47,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1357,Execution: Develop Cost Estimate,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,124601.12,96077.26,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1358,Execution: Diode Wheel Inspection,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,107645.46,88118,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1359,Execution: Verify Zero Energy,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,99247.04,78879.95,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1360,Execution: Demin Plant Service,Balance of Plant,Auxiliary,In Progress,Execution,01-12-2025,01-03-2026,124640.18,92887.79,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1361,Execution: Print Tags,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,123815.31,103318.39,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1362,Execution: Master LOTO List,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,99271.88,73394.68,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1363,Execution: Brush Rigging Check,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,128114.73,103616.82,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1364,Execution: EL CID Testing,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,135607.5,106666.08,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1365,EMERGENT: Walkdown Isolations - Repair,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,113402.98,96660.91,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1366,Execution: Scope Freeze Meeting,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,131994.14,103732.34,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1367,Execution: Verify Zero Energy,Safety & Compliance,LOTO,In Progress,Execution,01-12-2025,01-03-2026,138733.25,104705.04,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1368,Execution: Switchgear Testing,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,137012.54,109816.26,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1369,Execution: Stop Valve Inspection,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,93008.51,73088.96,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1370,EMERGENT: GSU Oil Analysis - Repair,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,108811.6,84825.02,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1371,Execution: Environmental Permit Review,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,104841.38,81351.86,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1372,Execution: Shroud Block Replace,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,108527.79,80746.73,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1373,Execution: Combustion Chamber Open,Gas Turbine,Combustion,In Progress,Execution,01-12-2025,01-03-2026,116100.05,87052.1,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1374,Execution: Compressor Wash,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,96845.85,77229.76,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1375,Execution: Inlet Filter Inspection,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,118888.25,98463.81,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1376,Execution: GSU Oil Analysis,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,112857.61,85242.1,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1377,Execution: Contractor Orientation,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,104683.18,88899.99,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1378,EMERGENT: Submit CapEx Request - Repair,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,122706.78,97736.84,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1379,Execution: Control Valve Lapping,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,122537.93,93879.56,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1380,Execution: Compressor Borescope,Gas Turbine,Inlet & Compressor,In Progress,Execution,01-12-2025,01-03-2026,105450.18,89740.9,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1381,Execution: HP Shell Removal,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,114326.82,91653.09,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1382,Execution: EL CID Testing,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,123361.99,92219.04,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1383,Execution: Stack Damper Calibration,HRSG,Gas Path,In Progress,Execution,01-12-2025,01-03-2026,137671.53,115446.19,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1384,Execution: Shroud Block Replace,Gas Turbine,Turbine Section,In Progress,Execution,01-12-2025,01-03-2026,111606.07,83013.88,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1385,Execution: Contractor Orientation,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,94246.78,69729.27,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1386,EMERGENT: Switchgear Testing - Repair,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,135453.52,106719.51,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1387,Execution: EL CID Testing,Generator,Stator,In Progress,Execution,01-12-2025,01-03-2026,115912.97,87661.46,BrandSafway,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1388,Execution: Brush Rigging Check,Generator,Exciter,In Progress,Execution,01-12-2025,01-03-2026,131099.51,103929.16,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1389,Execution: HazWaste Permit,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,111928.37,91917.79,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1390,Execution: Grid Outage Bid,Project Management,Regulatory,In Progress,Execution,01-12-2025,01-03-2026,113054.5,87576.71,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1391,Execution: Drum Internal Inspect,HRSG,Pressure Parts,In Progress,Execution,01-12-2025,01-03-2026,112463.97,91254.81,Mistras Group,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1392,Execution: Daily Safety Audit,Safety & Compliance,EHS,In Progress,Execution,01-12-2025,01-03-2026,96758.45,80670.44,Siemens Energy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1393,Execution: Develop Cost Estimate,Project Management,Financial & Controls,In Progress,Execution,01-12-2025,01-03-2026,134801.83,103236.65,United Rentals,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1394,Execution: Cooling Tower Media Replace,Balance of Plant,Cooling Water,In Progress,Execution,01-12-2025,01-03-2026,123832.5,105463.92,GE Vernova,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1395,Execution: Control Valve Lapping,Steam Turbine,HP/IP,In Progress,Execution,01-12-2025,01-03-2026,135207.56,101936.02,Local Union 55,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1396,EMERGENT: Switchgear Testing - Repair,Balance of Plant,Electrical,In Progress,Execution,01-12-2025,01-03-2026,123699.05,99275.56,EthosEnergy,William Carter,FALSE
NS_MO_2025,North Substation,PRJ-NS-1397,Execution: RFP General Contractor,Project Management,Supply Chain,In Progress,Execution,01-12-2025,01-03-2026,94971.79,75975.29,GE Vernova,William Carter,FALSE
