TemplateName,ActivityID,ActivityName,DurationDays,Predecessors,Phase,Responsibility
Planned - Major Overhaul,MA-1312,HP Shell Removal - Area 3,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1313,Control Valve Lapping - Area 3,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1314,Circ Pump Rebuild - Area 4,5,,Execution,BOP
Planned - Major Overhaul,MA-1315,Robotic Insp - Area 1,5,,Execution,Generator
Planned - Major Overhaul,MA-1316,Rotor Insp - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1317,Robotic Insp - Area 3,5,,Execution,Generator
Planned - Major Overhaul,MA-1318,LOTO Walkdown - Area 2,5,,Execution,Safety
Planned - Major Overhaul,MA-1319,Stop Valve Insp - Area 3,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1320,Rotor Insp - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1321,Tube Thickness Check - Area 2,5,,Execution,HRSG
Planned - Major Overhaul,MA-1322,Diaphragm Clean - Area 1,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1323,Safety Audit - Area 3,5,,Execution,Safety
Planned - Major Overhaul,MA-1324,Inlet Filter - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1325,LP Hood Open - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1326,Exciter Diode Check - Area 2,5,,Execution,Generator
Planned - Major Overhaul,MA-1327,Control Valve Lapping - Area 3,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1328,Catalyst Sample - Area 1,5,,Execution,HRSG
Planned - Major Overhaul,MA-1329,Exciter Diode Check - Area 1,5,,Execution,Generator
Planned - Major Overhaul,MA-1330,HP Shell Removal - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1331,Transformer Oil - Area 2,5,,Execution,BOP
Planned - Major Overhaul,MA-1332,Diaphragm Clean - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1333,Stop Valve Insp - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1334,Circ Pump Rebuild - Area 4,5,,Execution,BOP
Planned - Major Overhaul,MA-1335,Confined Space Setup - Area 4,5,,Execution,Safety
Planned - Major Overhaul,MA-1336,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Major Overhaul,MA-1337,Tube Thickness Check - Area 2,5,,Execution,HRSG
Planned - Major Overhaul,MA-1338,Control Valve Lapping - Area 3,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1339,Exciter Diode Check - Area 4,5,,Execution,Generator
Planned - Major Overhaul,MA-1340,Stack Damper - Area 3,5,,Execution,HRSG
Planned - Major Overhaul,MA-1341,Combustion Swap - Area 3,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1342,Stop Valve Insp - Area 1,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1343,Inlet Filter - Area 3,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1344,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Major Overhaul,MA-1345,Diaphragm Clean - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1346,Diaphragm Clean - Area 1,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1347,Drum Insp - Area 4,5,,Execution,HRSG
Planned - Major Overhaul,MA-1348,Condenser Clean - Area 1,5,,Execution,BOP
Planned - Major Overhaul,MA-1349,Tube Thickness Check - Area 4,5,,Execution,HRSG
Planned - Major Overhaul,MA-1350,Safety Audit - Area 1,5,,Execution,Safety
Planned - Major Overhaul,MA-1351,Safety Audit - Area 1,5,,Execution,Safety
Planned - Major Overhaul,MA-1352,Stop Valve Insp - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1353,LP Hood Open - Area 4,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1354,Cooling Tower Fill - Area 4,5,,Execution,BOP
Planned - Major Overhaul,MA-1355,Wedge Check - Area 1,5,,Execution,Generator
Planned - Major Overhaul,MA-1356,Compressor Blade Insp - Area 4,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1357,Stack Damper - Area 4,5,,Execution,HRSG
Planned - Major Overhaul,MA-1358,Circ Pump Rebuild - Area 1,5,,Execution,BOP
Planned - Major Overhaul,MA-1359,Confined Space Setup - Area 1,5,,Execution,Safety
Planned - Major Overhaul,MA-1360,LP Hood Open - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1361,HP Shell Removal - Area 1,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1362,Compressor Blade Insp - Area 3,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1363,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1364,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1365,Tube Thickness Check - Area 4,5,,Execution,HRSG
Planned - Major Overhaul,MA-1366,Confined Space Setup - Area 3,5,,Execution,Safety
Planned - Major Overhaul,MA-1367,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Major Overhaul,MA-1368,Turbine Shell Lift - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1369,Switchgear Test - Area 2,5,,Execution,BOP
Planned - Major Overhaul,MA-1370,Safety Audit - Area 4,5,,Execution,Safety
Planned - Major Overhaul,MA-1371,Drum Insp - Area 1,5,,Execution,HRSG
Planned - Major Overhaul,MA-1372,Compressor Blade Insp - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1373,Safety Audit - Area 1,5,,Execution,Safety
Planned - Major Overhaul,MA-1374,Transformer Oil - Area 1,5,,Execution,BOP
Planned - Major Overhaul,MA-1375,LP Hood Open - Area 3,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1376,Robotic Insp - Area 3,5,,Execution,Generator
Planned - Major Overhaul,MA-1377,Robotic Insp - Area 3,5,,Execution,Generator
Planned - Major Overhaul,MA-1378,Exciter Diode Check - Area 3,5,,Execution,Generator
Planned - Major Overhaul,MA-1379,Safety Audit - Area 3,5,,Execution,Safety
Planned - Major Overhaul,MA-1380,Combustion Swap - Area 4,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1381,Tube Thickness Check - Area 3,5,,Execution,HRSG
Planned - Major Overhaul,MA-1382,Wedge Check - Area 1,5,,Execution,Generator
Planned - Major Overhaul,MA-1383,Tube Thickness Check - Area 2,5,,Execution,HRSG
Planned - Major Overhaul,MA-1384,Air Monitoring - Area 4,5,,Execution,Safety
Planned - Major Overhaul,MA-1385,Tube Thickness Check - Area 4,5,,Execution,HRSG
Planned - Major Overhaul,MA-1386,Compressor Blade Insp - Area 2,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1387,Cooling Tower Fill - Area 3,5,,Execution,BOP
Planned - Major Overhaul,MA-1388,Transformer Oil - Area 3,5,,Execution,BOP
Planned - Major Overhaul,MA-1389,HP Shell Removal - Area 1,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1390,HP Shell Removal - Area 2,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1391,Safety Audit - Area 4,5,,Execution,Safety
Planned - Major Overhaul,MA-1392,Drum Insp - Area 2,5,,Execution,HRSG
Planned - Major Overhaul,MA-1393,LP Hood Open - Area 4,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1394,Catalyst Sample - Area 1,5,,Execution,HRSG
Planned - Major Overhaul,MA-1395,Exciter Diode Check - Area 4,5,,Execution,Generator
Planned - Major Overhaul,MA-1396,Catalyst Sample - Area 1,5,,Execution,HRSG
Planned - Major Overhaul,MA-1397,Cooling Tower Fill - Area 1,5,,Execution,BOP
Planned - Major Overhaul,MA-1398,IGV Bushing - Area 3,5,,Execution,Gas Turbine
Planned - Major Overhaul,MA-1399,LOTO Walkdown - Area 2,5,,Execution,Safety
Planned - Major Overhaul,MA-1400,HP Shell Removal - Area 4,5,,Execution,Steam Turbine
Planned - Major Overhaul,MA-1401,Circ Pump Rebuild - Area 4,5,,Execution,BOP
Planned - Major Overhaul,MA-1402,T+1: Cooling Tower Fill Planning,30,,T+1,BOP
Planned - Major Overhaul,MA-1403,T+1: LOTO Walkdown Planning,30,,T+1,Safety
Planned - Major Overhaul,MA-1404,T+1: Catalyst Sample Planning,30,,T+1,HRSG
Planned - Major Overhaul,MA-1405,T+1: Robotic Insp Planning,30,,T+1,Generator
Planned - Major Overhaul,MA-1406,T+1: Cooling Tower Fill Planning,30,,T+1,BOP
Planned - Major Overhaul,MA-1407,T+1: HP Shell Removal Planning,30,,T+1,Steam Turbine
Planned - Major Overhaul,MA-1408,T+1: IGV Bushing Planning,30,,T+1,Gas Turbine
Planned - Major Overhaul,MA-1409,T+1: Condenser Clean Planning,30,,T+1,BOP
Planned - Major Overhaul,MA-1410,T+1: Switchgear Test Planning,30,,T+1,BOP
Planned - Major Overhaul,MA-1411,T+1: Diaphragm Clean Planning,30,,T+1,Steam Turbine
Planned - Major Overhaul,MA-1412,T+1: Robotic Insp Planning,30,,T+1,Generator
Planned - Major Overhaul,MA-1413,T+1: Condenser Clean Planning,30,,T+1,BOP
Planned - Major Overhaul,MA-1414,T+1: Robotic Insp Planning,30,,T+1,Generator
Planned - Major Overhaul,MA-1415,T+1: Drum Insp Planning,30,,T+1,HRSG
Planned - Major Overhaul,MA-1416,T+1: Robotic Insp Planning,30,,T+1,Generator
Planned - Major Overhaul,MA-1417,T+1: IGV Bushing Planning,30,,T+1,Gas Turbine
Planned - Major Overhaul,MA-1418,T+1: Circ Pump Rebuild Planning,30,,T+1,BOP
Planned - Major Overhaul,MA-1419,T+1: Safety Audit Planning,30,,T+1,Safety
Planned - Major Overhaul,MA-1420,T+1: IGV Bushing Planning,30,,T+1,Gas Turbine
Planned - Major Overhaul,MA-1421,T+1: Stack Damper Planning,30,,T+1,HRSG
Planned - Major Overhaul,MA-1422,T+1: Rotor Insp Planning,30,,T+1,Gas Turbine
Planned - Major Overhaul,MA-1423,T+1: Robotic Insp Planning,30,,T+1,Generator
Planned - Major Overhaul,MA-1424,T+1: Bucket Exchange Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1000,T-24: Regulatory Permit Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1001,T-24: Invoice Rec Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1002,T-24: Regulatory Permit Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1003,T-24: Invoice Rec Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1004,T-24: Budget Approval Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1005,T-24: Budget Approval Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1006,T-24: Invoice Rec Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1007,T-24: Budget Approval Planning,30,,T-24,Project Management
Planned - Hot Gas Path,HO-1008,T-18: Budget Approval Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1009,T-18: Regulatory Permit Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1010,T-18: Regulatory Permit Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1011,T-18: Invoice Rec Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1012,T-18: Grid Bid Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1013,T-18: Budget Approval Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1014,T-18: Budget Approval Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1015,T-18: Invoice Rec Planning,30,,T-18,Project Management
Planned - Hot Gas Path,HO-1016,T-12: Regulatory Permit Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1017,T-12: Invoice Rec Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1018,T-12: Invoice Rec Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1019,T-12: Regulatory Permit Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1020,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1021,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1022,T-12: Grid Bid Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1023,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1024,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1025,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1026,T-12: Invoice Rec Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1027,T-12: Invoice Rec Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1028,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1029,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1030,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1031,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1032,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Hot Gas Path,HO-1033,T-6: Scope Definition Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1034,T-6: Budget Approval Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1035,T-6: Budget Approval Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1036,T-6: Regulatory Permit Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1037,T-6: Grid Bid Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1038,T-6: Budget Approval Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1039,T-6: Invoice Rec Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1040,T-6: Budget Approval Planning,30,,T-6,Project Management
Planned - Hot Gas Path,HO-1041,T-3: Scope Definition Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1042,T-3: Regulatory Permit Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1043,T-3: Grid Bid Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1044,T-3: Budget Approval Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1045,T-3: Invoice Rec Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1046,T-3: Budget Approval Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1047,T-3: Scope Definition Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1048,T-3: Regulatory Permit Planning,30,,T-3,Project Management
Planned - Hot Gas Path,HO-1049,T-1: Circ Pump Rebuild Planning,30,,T-1,BOP
Planned - Hot Gas Path,HO-1050,T-1: Bucket Exchange Planning,30,,T-1,Gas Turbine
Planned - Hot Gas Path,HO-1051,T-1: Transformer Oil Planning,30,,T-1,BOP
Planned - Hot Gas Path,HO-1052,T-1: Safety Audit Planning,30,,T-1,Safety
Planned - Hot Gas Path,HO-1053,T-1: Air Monitoring Planning,30,,T-1,Safety
Planned - Hot Gas Path,HO-1054,T-1: Confined Space Setup Planning,30,,T-1,Safety
Planned - Hot Gas Path,HO-1055,T-1: Switchgear Test Planning,30,,T-1,BOP
Planned - Hot Gas Path,HO-1056,T-1: Switchgear Test Planning,30,,T-1,BOP
Planned - Hot Gas Path,HO-1057,Compressor Blade Insp - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1058,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Hot Gas Path,HO-1059,IGV Bushing - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1060,Transformer Oil - Area 1,5,,Execution,BOP
Planned - Hot Gas Path,HO-1061,Air Monitoring - Area 2,5,,Execution,Safety
Planned - Hot Gas Path,HO-1062,Rotor Insp - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1063,Circ Pump Rebuild - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1064,Cooling Tower Fill - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1065,Cooling Tower Fill - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1066,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1067,Turbine Shell Lift - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1068,Combustion Swap - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1069,Cooling Tower Fill - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1070,Inlet Filter - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1071,Circ Pump Rebuild - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1072,Bucket Exchange - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1073,Combustion Swap - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1074,Condenser Clean - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1075,Inlet Filter - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1076,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1077,IGV Bushing - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1078,Safety Audit - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1079,Safety Audit - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1080,Circ Pump Rebuild - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1081,LOTO Walkdown - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1082,Safety Audit - Area 2,5,,Execution,Safety
Planned - Hot Gas Path,HO-1083,Switchgear Test - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1084,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1085,Air Monitoring - Area 2,5,,Execution,Safety
Planned - Hot Gas Path,HO-1086,Safety Audit - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1087,Inlet Filter - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1088,Turbine Shell Lift - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1089,Safety Audit - Area 3,5,,Execution,Safety
Planned - Hot Gas Path,HO-1090,Switchgear Test - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1091,Rotor Insp - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1092,Combustion Swap - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1093,Cooling Tower Fill - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1094,Bucket Exchange - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1095,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1096,Turbine Shell Lift - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1097,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1098,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1099,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1100,Bucket Exchange - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1101,Condenser Clean - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1102,Combustion Swap - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1103,Condenser Clean - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1104,Confined Space Setup - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1105,LOTO Walkdown - Area 3,5,,Execution,Safety
Planned - Hot Gas Path,HO-1106,Safety Audit - Area 2,5,,Execution,Safety
Planned - Hot Gas Path,HO-1107,Rotor Insp - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1108,Transformer Oil - Area 1,5,,Execution,BOP
Planned - Hot Gas Path,HO-1109,Cooling Tower Fill - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1110,Confined Space Setup - Area 3,5,,Execution,Safety
Planned - Hot Gas Path,HO-1111,Rotor Insp - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1112,Safety Audit - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1113,Compressor Blade Insp - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1114,LOTO Walkdown - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1115,Transformer Oil - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1116,Transformer Oil - Area 1,5,,Execution,BOP
Planned - Hot Gas Path,HO-1117,Air Monitoring - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1118,Safety Audit - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1119,Bucket Exchange - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1120,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1121,Rotor Insp - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1122,Condenser Clean - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1123,Confined Space Setup - Area 2,5,,Execution,Safety
Planned - Hot Gas Path,HO-1124,Combustion Swap - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1125,Combustion Swap - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1126,Condenser Clean - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1127,Switchgear Test - Area 1,5,,Execution,BOP
Planned - Hot Gas Path,HO-1128,Condenser Clean - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1129,Bucket Exchange - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1130,Cooling Tower Fill - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1131,Combustion Swap - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1132,IGV Bushing - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1133,Circ Pump Rebuild - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1134,Rotor Insp - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1135,Confined Space Setup - Area 2,5,,Execution,Safety
Planned - Hot Gas Path,HO-1136,Air Monitoring - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1137,Safety Audit - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1138,Air Monitoring - Area 3,5,,Execution,Safety
Planned - Hot Gas Path,HO-1139,Bucket Exchange - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1140,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1141,Safety Audit - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1142,Inlet Filter - Area 1,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1143,Safety Audit - Area 3,5,,Execution,Safety
Planned - Hot Gas Path,HO-1144,Condenser Clean - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1145,Air Monitoring - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1146,Condenser Clean - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1147,Cooling Tower Fill - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1148,Turbine Shell Lift - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1149,Combustion Swap - Area 3,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1150,Combustion Swap - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1151,Safety Audit - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1152,Switchgear Test - Area 1,5,,Execution,BOP
Planned - Hot Gas Path,HO-1153,Transformer Oil - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1154,Condenser Clean - Area 2,5,,Execution,BOP
Planned - Hot Gas Path,HO-1155,Transformer Oil - Area 3,5,,Execution,BOP
Planned - Hot Gas Path,HO-1156,Condenser Clean - Area 1,5,,Execution,BOP
Planned - Hot Gas Path,HO-1157,Confined Space Setup - Area 4,5,,Execution,Safety
Planned - Hot Gas Path,HO-1158,Bucket Exchange - Area 4,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1159,Inlet Filter - Area 2,5,,Execution,Gas Turbine
Planned - Hot Gas Path,HO-1160,Switchgear Test - Area 4,5,,Execution,BOP
Planned - Hot Gas Path,HO-1161,Confined Space Setup - Area 1,5,,Execution,Safety
Planned - Hot Gas Path,HO-1162,T+1: Rotor Insp Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1163,T+1: Compressor Blade Insp Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1164,T+1: Air Monitoring Planning,30,,T+1,Safety
Planned - Hot Gas Path,HO-1165,T+1: Rotor Insp Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1166,T+1: Rotor Insp Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1167,T+1: Transformer Oil Planning,30,,T+1,BOP
Planned - Hot Gas Path,HO-1168,T+1: LOTO Walkdown Planning,30,,T+1,Safety
Planned - Hot Gas Path,HO-1169,T+1: Inlet Filter Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1170,T+1: Compressor Blade Insp Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1171,T+1: Turbine Shell Lift Planning,30,,T+1,Gas Turbine
Planned - Hot Gas Path,HO-1172,T+1: Air Monitoring Planning,30,,T+1,Safety
Planned - Hot Gas Path,HO-1173,T+1: Confined Space Setup Planning,30,,T+1,Safety
Planned - Hot Gas Path,HO-1174,T+1: IGV Bushing Planning,30,,T+1,Gas Turbine
Planned - Combustion Inspection,CO-1000,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1001,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1002,T-12: Scope Definition Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1003,T-12: Grid Bid Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1004,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1005,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1006,T-12: Grid Bid Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1007,T-12: Budget Approval Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1008,T-12: Invoice Rec Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1009,T-12: Invoice Rec Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1010,T-12: Grid Bid Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1011,T-12: Regulatory Permit Planning,30,,T-12,Project Management
Planned - Combustion Inspection,CO-1012,T-6: Regulatory Permit Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1013,T-6: Invoice Rec Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1014,T-6: Grid Bid Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1015,T-6: Budget Approval Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1016,T-6: Regulatory Permit Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1017,T-6: Scope Definition Planning,30,,T-6,Project Management
Planned - Combustion Inspection,CO-1018,T-6: Grid Bid Planning,30,,T-6,Project Management
